order_id,year,month,quarter,is_weekend_order,platform,country,customer_segment,customer_age_group,customer_gender,acquisition_channel,device_used,product_category,unit_price_usd,quantity_ordered,order_value_usd,discount_pct,discount_amount_usd,final_amount_usd,shipping_cost_usd,tax_amount_usd,total_paid_usd,payment_method,shipping_method,delivery_days,product_rating,review_submitted,returned,return_reason,customer_satisfaction,session_duration_minutes,pages_viewed,cart_abandoned_before,wishlist_used,coupon_used,subscription_member,repeat_purchase_count,loyalty_points
ORD0005554,2024,1,Q1,No,eBay,Saudi Arabia,Returning Customer,25-34,Female,Social Media,Desktop,Home & Kitchen,109.79,4,439.16,15,65.87,373.29,2.01,38.17,413.47,Credit Card,Standard,6,4,No,No,None,Very Dissatisfied,41.5,5,No,Yes,No,Yes,1,17
ORD0005555,2022,6,Q2,No,Flipkart,UAE,New Customer,25-34,Female,Paid Ads,Mobile,Jewelry & Accessories,894.37,3,2683.11,10,268.31,2414.8,0,228.6,2643.4,Credit Card,Free Shipping,6,5,No,No,None,Very Satisfied,12.4,4,No,No,Yes,No,0,0
ORD0005556,2022,5,Q2,No,AliExpress,Australia,Returning Customer,45-54,Female,Organic Search,Mobile,Mobile & Tablets,468.6,1,468.6,0,0,468.6,7.6,46.63,522.83,Credit Card,Standard,5,2,Yes,Yes,Quality Issue,Very Satisfied,28.2,6,No,Yes,No,No,3,33
ORD0005557,2022,7,Q3,Yes,Noon,India,Inactive Customer,25-34,Prefer not to say,Paid Ads,Mobile,Food & Grocery,75.28,2,150.56,0,0,150.56,0,17.77,168.33,Mobile Wallet,Free Shipping,5,5,No,No,None,Neutral,43.8,5,Yes,Yes,Yes,No,0,0
ORD0005558,2024,10,Q4,Yes,Jumia,Bangladesh,Loyal Customer,18-24,Female,Organic Search,Mobile,Food & Grocery,66.43,1,66.43,10,6.64,59.79,7.44,4.06,71.29,Bank Transfer,Standard,4,4,No,No,None,Satisfied,74.5,4,No,No,Yes,No,12,564
ORD0005559,2021,7,Q3,No,WooCommerce,Pakistan,Returning Customer,35-44,Female,Direct,Mobile,Electronics,904.05,3,2712.15,0,0,2712.15,10.1,392.84,3115.09,Debit Card,Express,3,4,Yes,No,None,Very Satisfied,32,4,No,Yes,No,No,3,84
ORD0005560,2021,7,Q3,No,Amazon,USA,New Customer,35-44,Male,Paid Ads,Desktop,Health & Wellness,250,3,750,15,112.5,637.5,35.21,44.95,717.66,Buy Now Pay Later,Same Day,1,4,No,No,None,Very Satisfied,29.5,4,No,Yes,No,No,0,0
ORD0005561,2023,5,Q2,No,Amazon,Saudi Arabia,Returning Customer,35-44,Male,Email Campaign,Mobile,Sports & Fitness,218.17,3,654.51,20,130.9,523.61,9.09,76.23,608.93,Credit Card,Standard,9,3,No,No,None,Satisfied,6.9,12,Yes,No,No,No,3,39
ORD0005562,2024,6,Q2,Yes,Amazon,Nigeria,Loyal Customer,35-44,Female,Paid Ads,Mobile,Beauty & Personal Care,150,3,450,30,135,315,1.35,31.88,348.23,Credit Card,Click & Collect,2,4,Yes,No,None,Dissatisfied,19.1,4,No,Yes,No,No,10,330
ORD0005563,2023,5,Q2,No,WooCommerce,India,Returning Customer,45-54,Female,Social Media,Desktop,Sports & Fitness,400,1,400,0,0,400,4.02,78.25,482.27,Mobile Wallet,Standard,5,4,Yes,No,None,Satisfied,22.3,4,No,No,No,No,2,44
ORD0005564,2023,8,Q3,Yes,Jumia,India,Returning Customer,55-64,Female,Paid Ads,Mobile,Beauty & Personal Care,146.72,1,146.72,0,0,146.72,9.6,12.21,168.53,Credit Card,Standard,7,4,No,No,None,Dissatisfied,14.7,5,No,No,No,No,4,96
ORD0005565,2023,9,Q3,No,Shopify Store,USA,New Customer,25-34,Female,Social Media,Mobile,Electronics,1758.87,1,1758.87,40,703.55,1055.32,4.43,155.99,1215.74,Debit Card,Standard,4,3,Yes,No,None,Neutral,20.6,7,No,Yes,Yes,No,0,0
ORD0005566,2024,12,Q4,Yes,Daraz,Germany,Loyal Customer,45-54,Male,Organic Search,Mobile,Food & Grocery,23.76,1,23.76,15,3.56,20.2,28.25,1.34,49.79,Credit Card,Same Day,1,5,No,No,None,Satisfied,28.2,6,No,Yes,Yes,Yes,9,144
ORD0005567,2024,4,Q2,No,Amazon,USA,New Customer,18-24,Male,Organic Search,Mobile,Health & Wellness,113.25,3,339.75,15,50.96,288.79,5.46,47,341.25,Debit Card,Standard,5,5,Yes,No,None,Satisfied,27.6,3,Yes,Yes,Yes,No,0,0
ORD0005568,2023,6,Q2,No,Etsy,Egypt,Returning Customer,45-54,Male,Organic Search,Mobile,Home & Kitchen,239.69,1,239.69,20,47.94,191.75,23.46,32.5,247.71,Credit Card,Express,2,4,No,No,None,Satisfied,9.1,4,No,Yes,No,No,4,144
ORD0005569,2021,12,Q4,No,Amazon,India,Inactive Customer,65+,Female,Email Campaign,Mobile,Food & Grocery,56.82,1,56.82,10,5.68,51.14,2.73,4.48,58.35,Cryptocurrency,Standard,8,4,Yes,No,None,Very Satisfied,54.9,3,No,Yes,No,Yes,1,20
ORD0005570,2021,1,Q1,No,AliExpress,India,Loyal Customer,25-34,Male,Paid Ads,Mobile,Books & Education,62.79,1,62.79,20,12.56,50.23,0,6.79,57.02,PayPal,Free Shipping,5,5,No,No,None,Very Satisfied,45.2,6,No,No,No,Yes,10,190
ORD0005571,2024,7,Q3,No,Shopify Store,Indonesia,VIP Customer,25-34,Male,Social Media,Mobile,Health & Wellness,118.11,3,354.33,10,35.43,318.9,11.59,62.15,392.64,Cash on Delivery,Express,3,4,Yes,No,None,Satisfied,28.1,5,Yes,Yes,No,No,40,1400
ORD0005572,2023,5,Q2,Yes,Daraz,Pakistan,Loyal Customer,35-44,Male,Organic Search,Mobile,Fashion & Apparel,168.35,3,505.05,0,0,505.05,8.79,52.95,566.79,Credit Card,Standard,9,3,Yes,No,None,Very Satisfied,85.8,6,No,Yes,No,No,10,180
ORD0005573,2023,2,Q1,Yes,Amazon,Bangladesh,Loyal Customer,35-44,Female,Email Campaign,Desktop,Books & Education,55.54,2,111.08,0,0,111.08,0,21.4,132.48,Cash on Delivery,Free Shipping,6,5,Yes,No,None,Very Dissatisfied,22.4,6,Yes,No,Yes,Yes,5,150
ORD0005574,2023,7,Q3,No,Daraz,Germany,New Customer,25-34,Male,Paid Ads,Mobile,Fashion & Apparel,131.86,1,131.86,20,26.37,105.49,17.81,20.35,143.65,PayPal,Same Day,1,4,Yes,No,None,Neutral,10.5,7,No,No,Yes,Yes,0,0
ORD0005575,2022,3,Q1,No,Jumia,India,Returning Customer,55-64,Male,Organic Search,Mobile,Home & Kitchen,462.31,1,462.31,15,69.35,392.96,0,29.01,421.97,Credit Card,Free Shipping,6,2,Yes,Yes,Changed Mind,Neutral,7.3,7,Yes,No,No,No,3,51
ORD0005576,2023,6,Q2,Yes,Noon,France,Returning Customer,45-54,Male,Email Campaign,Mobile,Sports & Fitness,400,2,800,50,400,400,0,59.17,459.17,Mobile Wallet,Free Shipping,7,4,No,No,None,Satisfied,11.4,6,Yes,No,No,Yes,3,48
ORD0005577,2021,9,Q3,No,AliExpress,Indonesia,Loyal Customer,65+,Female,Direct,Mobile,Home & Kitchen,126.11,2,252.22,15,37.83,214.39,4.18,35.14,253.71,Bank Transfer,Standard,9,5,No,No,None,Very Satisfied,15,7,No,No,No,No,11,440
ORD0005578,2024,8,Q3,No,Flipkart,Australia,New Customer,45-54,Female,Organic Search,Mobile,Home & Kitchen,388.35,1,388.35,10,38.84,349.51,6.09,39.66,395.26,Buy Now Pay Later,Standard,4,4,No,No,None,Neutral,83.7,4,Yes,Yes,No,No,0,0
ORD0005579,2023,3,Q1,No,WooCommerce,UAE,VIP Customer,25-34,Female,Influencer,Mobile,Home & Kitchen,290.3,1,290.3,20,58.06,232.24,7.35,21.53,261.12,Cash on Delivery,Standard,6,3,No,No,None,Very Satisfied,6.3,6,Yes,Yes,No,Yes,25,600
ORD0005580,2022,7,Q3,Yes,Jumia,Germany,Inactive Customer,25-34,Male,Paid Ads,Mobile,Electronics,870.01,1,870.01,20,174,696.01,3.96,71.4,771.37,Cash on Delivery,Click & Collect,1,3,No,No,None,Neutral,13.7,9,No,No,No,Yes,0,0
ORD0005581,2021,5,Q2,No,Noon,Australia,New Customer,45-54,Female,Organic Search,Mobile,Home & Kitchen,224.04,2,448.08,10,44.81,403.27,2.75,51.17,457.19,Debit Card,Standard,5,5,No,No,None,Neutral,16.5,4,Yes,No,No,No,0,0
ORD0005582,2023,8,Q3,No,Etsy,UAE,Returning Customer,25-34,Female,Paid Ads,Mobile,Toys & Games,179.03,1,179.03,40,71.61,107.42,0,16.13,123.55,Mobile Wallet,Free Shipping,3,4,Yes,No,None,Neutral,29.3,5,No,No,Yes,No,4,176
ORD0005583,2024,4,Q2,No,WooCommerce,UK,Inactive Customer,35-44,Male,Influencer,Tablet,Health & Wellness,159.03,3,477.09,25,119.27,357.82,4.04,19.8,381.66,Credit Card,Standard,9,4,No,No,None,Neutral,29.3,6,No,Yes,No,Yes,1,29
ORD0005584,2022,7,Q3,No,WooCommerce,Nigeria,Loyal Customer,18-24,Female,Organic Search,Desktop,Home & Kitchen,293.2,1,293.2,10,29.32,263.88,7.95,30.37,302.2,Debit Card,Standard,8,5,No,No,None,Neutral,87.3,8,Yes,No,No,No,8,80
ORD0005585,2024,6,Q2,No,Etsy,Saudi Arabia,New Customer,25-34,Female,Referral,Mobile,Fashion & Apparel,188.34,3,565.02,20,113,452.02,8.33,40.95,501.3,PayPal,Express,3,2,No,No,None,Satisfied,8.7,3,Yes,No,No,No,0,0
ORD0005586,2022,1,Q1,No,Amazon,USA,Inactive Customer,45-54,Male,Paid Ads,Mobile,Fashion & Apparel,92.57,2,185.14,25,46.28,138.86,0,11.56,150.42,Mobile Wallet,Free Shipping,4,4,No,No,None,Very Satisfied,12.2,9,No,Yes,Yes,No,1,13
ORD0005587,2023,8,Q3,No,AliExpress,Canada,New Customer,35-44,Female,Organic Search,Mobile,Fashion & Apparel,129.59,1,129.59,0,0,129.59,7.5,15.37,152.46,Cash on Delivery,Standard,6,5,Yes,No,None,Very Satisfied,15.6,6,No,Yes,Yes,No,0,0
ORD0005588,2021,12,Q4,No,Daraz,India,New Customer,18-24,Male,Social Media,Mobile,Electronics,422.32,1,422.32,10,42.23,380.09,6.46,32.17,418.72,Credit Card,Standard,4,4,No,No,None,Neutral,19.1,3,No,No,Yes,No,0,0
ORD0005589,2023,3,Q1,Yes,Jumia,USA,Loyal Customer,18-24,Male,Email Campaign,Desktop,Electronics,462.24,1,462.24,0,0,462.24,0,76.32,538.56,Buy Now Pay Later,Free Shipping,6,4,Yes,No,None,Satisfied,22.2,4,Yes,Yes,Yes,Yes,5,120
ORD0005590,2021,2,Q1,No,eBay,India,New Customer,18-24,Male,Influencer,Desktop,Fashion & Apparel,98.31,4,393.24,0,0,393.24,0,57.25,450.49,PayPal,Free Shipping,4,4,Yes,No,None,Dissatisfied,38.6,5,No,No,Yes,No,0,0
ORD0005591,2023,5,Q2,Yes,Flipkart,Canada,Returning Customer,18-24,Female,Paid Ads,Mobile,Home & Kitchen,292.1,1,292.1,30,87.63,204.47,3.32,13.89,221.68,Cash on Delivery,Standard,4,5,No,No,None,Very Dissatisfied,103.8,5,No,Yes,No,No,2,58
ORD0005592,2024,5,Q2,No,WooCommerce,UK,Loyal Customer,55-64,Male,App Notification,Desktop,Books & Education,67.09,1,67.09,10,6.71,60.38,0,10.37,70.75,PayPal,Free Shipping,6,4,No,No,None,Satisfied,15,8,Yes,No,No,Yes,9,225
ORD0005593,2022,11,Q4,No,eBay,Nigeria,Loyal Customer,18-24,Male,Organic Search,Desktop,Sports & Fitness,76.37,1,76.37,0,0,76.37,0,12.63,89,Credit Card,Free Shipping,4,2,No,Yes,Size Issue,Dissatisfied,9.6,5,Yes,No,No,Yes,8,264
ORD0005594,2023,6,Q2,No,Amazon,India,New Customer,18-24,Female,Email Campaign,Desktop,Food & Grocery,60.21,1,60.21,20,12.04,48.17,13.31,5.93,67.41,Bank Transfer,Express,2,4,Yes,No,None,Satisfied,16.4,5,No,No,No,Yes,0,0
ORD0005595,2022,2,Q1,No,Jumia,UK,Returning Customer,25-34,Female,Organic Search,Mobile,Beauty & Personal Care,62.6,1,62.6,0,0,62.6,8.68,8.18,79.46,Mobile Wallet,Standard,6,5,No,No,None,Very Satisfied,24.2,5,Yes,No,Yes,No,4,68
ORD0005596,2023,2,Q1,No,AliExpress,USA,VIP Customer,65+,Prefer not to say,Social Media,Mobile,Electronics,621.74,2,1243.48,0,0,1243.48,6.99,136.03,1386.5,Debit Card,Standard,5,4,Yes,No,None,Satisfied,14.3,6,No,Yes,No,No,44,2156
ORD0005597,2023,9,Q3,No,eBay,Indonesia,Loyal Customer,18-24,Female,Social Media,Mobile,Beauty & Personal Care,34.99,1,34.99,0,0,34.99,24.31,3.73,63.03,Credit Card,Express,3,5,No,No,None,Satisfied,30.7,10,Yes,Yes,No,Yes,5,125
ORD0005598,2024,10,Q4,Yes,Amazon,India,VIP Customer,18-24,Female,Referral,Desktop,Home & Kitchen,364.59,2,729.18,10,72.92,656.26,5.18,95.28,756.72,Credit Card,Standard,9,4,No,No,None,Neutral,25.9,5,Yes,No,Yes,No,22,264
ORD0005599,2023,8,Q3,No,WooCommerce,France,Inactive Customer,18-24,Female,Social Media,Desktop,Mobile & Tablets,692.35,2,1384.7,0,0,1384.7,22.36,150.47,1557.53,Cash on Delivery,Same Day,1,4,Yes,No,None,Satisfied,27.6,4,Yes,No,No,Yes,1,46
ORD0005600,2023,4,Q2,Yes,WooCommerce,UK,Loyal Customer,25-34,Male,Social Media,Mobile,Mobile & Tablets,499.13,2,998.26,0,0,998.26,4.68,156.3,1159.24,Credit Card,Standard,5,4,Yes,No,None,Very Satisfied,46.7,6,No,No,Yes,No,9,324
ORD0005601,2023,11,Q4,No,Shopify Store,USA,New Customer,35-44,Female,Organic Search,Mobile,Home & Kitchen,211.7,1,211.7,20,42.34,169.36,7.54,21.29,198.19,Mobile Wallet,Standard,8,4,Yes,No,None,Satisfied,31.6,9,Yes,No,Yes,No,0,0
ORD0005602,2023,9,Q3,No,Etsy,USA,Inactive Customer,45-54,Male,Referral,Mobile,Fashion & Apparel,132.42,1,132.42,5,6.62,125.8,0,15.95,141.75,Mobile Wallet,Free Shipping,6,3,Yes,Yes,Defective Product,Satisfied,13.4,6,Yes,Yes,Yes,Yes,1,20
ORD0005603,2023,1,Q1,Yes,Amazon,India,New Customer,25-34,Female,Referral,Mobile,Home & Kitchen,500,2,1000,10,100,900,7.98,175.53,1083.51,Cash on Delivery,Standard,8,3,No,No,None,Very Satisfied,66.8,7,No,No,No,Yes,0,0
ORD0005604,2021,3,Q1,No,Noon,Pakistan,New Customer,55-64,Male,Paid Ads,Desktop,Automotive,238.98,1,238.98,15,35.85,203.13,4.49,39.34,246.96,Debit Card,Standard,6,4,No,No,None,Neutral,20.5,4,Yes,No,No,No,0,0
ORD0005605,2023,12,Q4,No,Shopify Store,Saudi Arabia,VIP Customer,35-44,Female,Direct,Desktop,Home & Kitchen,226.88,1,226.88,0,0,226.88,17.17,21.43,265.48,PayPal,Express,2,5,No,No,None,Neutral,9.5,2,No,No,Yes,Yes,16,720
ORD0005606,2024,10,Q4,No,Daraz,UK,Inactive Customer,45-54,Female,Direct,Mobile,Home & Kitchen,500,2,1000,10,100,900,28.33,178.74,1107.07,Mobile Wallet,Same Day,1,5,No,No,None,Satisfied,6,3,Yes,Yes,No,No,1,41
ORD0005607,2024,12,Q4,No,Shopify Store,Indonesia,New Customer,25-34,Female,Social Media,Mobile,Jewelry & Accessories,355.28,1,355.28,5,17.76,337.52,4.31,57.86,399.69,Buy Now Pay Later,Standard,9,4,No,No,None,Satisfied,31,13,Yes,No,No,No,0,0
ORD0005608,2024,9,Q3,Yes,WooCommerce,Indonesia,Inactive Customer,35-44,Female,Paid Ads,Mobile,Mobile & Tablets,1500,2,3000,15,450,2550,0,365.06,2915.06,PayPal,Free Shipping,7,4,No,No,None,Satisfied,52.1,4,No,Yes,No,Yes,0,0
ORD0005609,2023,3,Q1,No,Noon,UAE,Returning Customer,45-54,Female,Organic Search,Tablet,Beauty & Personal Care,116.63,1,116.63,30,34.99,81.64,0,15.86,97.5,Bank Transfer,Free Shipping,6,5,Yes,No,None,Satisfied,29.4,6,No,Yes,No,No,2,52
ORD0005610,2024,10,Q4,Yes,Flipkart,Saudi Arabia,Returning Customer,25-34,Female,Paid Ads,Mobile,Toys & Games,84.65,2,169.3,10,16.93,152.37,0,29.94,182.31,Cash on Delivery,Free Shipping,4,1,No,No,None,Very Dissatisfied,21.7,6,No,No,Yes,Yes,4,160
ORD0005611,2022,1,Q1,No,AliExpress,India,Returning Customer,25-34,Female,Social Media,Mobile,Mobile & Tablets,652.16,1,652.16,0,0,652.16,0,70.03,722.19,Credit Card,Free Shipping,6,4,Yes,No,None,Neutral,16.1,7,Yes,Yes,No,No,4,124
ORD0005612,2024,7,Q3,No,Shopify Store,Nigeria,Inactive Customer,65+,Male,Organic Search,Desktop,Fashion & Apparel,91.93,1,91.93,25,22.98,68.95,5.28,7.48,81.71,Credit Card,Standard,4,4,No,No,None,Dissatisfied,12.1,6,No,No,Yes,No,1,43
ORD0005613,2023,5,Q2,No,AliExpress,Saudi Arabia,Returning Customer,35-44,Female,Paid Ads,Tablet,Home & Kitchen,225.92,1,225.92,0,0,225.92,0,40.41,266.33,Bank Transfer,Free Shipping,3,2,Yes,No,None,Very Dissatisfied,10,1,Yes,Yes,No,No,4,116
ORD0005614,2024,5,Q2,No,Amazon,USA,Returning Customer,35-44,Female,Email Campaign,Mobile,Home & Kitchen,500,1,500,50,250,250,9.86,47.34,307.2,PayPal,Standard,4,4,Yes,No,None,Very Dissatisfied,91.3,5,No,Yes,No,Yes,3,90
ORD0005615,2023,5,Q2,Yes,Amazon,UAE,Inactive Customer,35-44,Male,Organic Search,Mobile,Health & Wellness,208.74,2,417.48,5,20.87,396.61,5.16,75.11,476.88,Credit Card,Standard,5,5,Yes,No,None,Very Satisfied,54,10,No,Yes,No,Yes,0,0
ORD0005616,2022,5,Q2,No,Noon,Pakistan,Loyal Customer,18-24,Male,Referral,Mobile,Health & Wellness,101.77,3,305.31,15,45.8,259.51,23.88,44.94,328.33,Debit Card,Express,2,4,No,No,None,Satisfied,25.5,4,No,No,No,No,7,105
ORD0005617,2022,5,Q2,No,AliExpress,Australia,Returning Customer,25-34,Male,Organic Search,Mobile,Sports & Fitness,213.71,1,213.71,0,0,213.71,0,15.95,229.66,PayPal,Free Shipping,7,3,No,No,None,Neutral,15.8,3,No,No,No,No,2,24
ORD0005618,2023,7,Q3,No,Daraz,Indonesia,New Customer,35-44,Female,Organic Search,Tablet,Food & Grocery,66.35,2,132.7,20,26.54,106.16,19.26,8.9,134.32,Mobile Wallet,Same Day,1,5,Yes,No,None,Satisfied,15.5,7,No,Yes,No,Yes,0,0
ORD0005619,2023,7,Q3,Yes,Flipkart,Germany,Returning Customer,45-54,Male,Influencer,Mobile,Beauty & Personal Care,55.38,2,110.76,0,0,110.76,0,10.27,121.03,Cash on Delivery,Free Shipping,7,3,No,No,None,Satisfied,8.4,8,No,Yes,No,Yes,4,96
ORD0005620,2023,6,Q2,Yes,WooCommerce,Saudi Arabia,VIP Customer,35-44,Male,Social Media,Desktop,Electronics,1212.37,1,1212.37,20,242.47,969.9,0,90.31,1060.21,Credit Card,Free Shipping,3,5,Yes,No,None,Very Satisfied,20,6,Yes,No,Yes,No,36,792
ORD0005621,2024,5,Q2,No,Jumia,Egypt,Loyal Customer,35-44,Prefer not to say,Organic Search,Desktop,Mobile & Tablets,1032.32,3,3096.96,10,309.7,2787.26,0,216.71,3003.97,Credit Card,Free Shipping,3,1,Yes,No,None,Very Satisfied,21.9,6,No,No,No,No,12,228
ORD0005622,2024,10,Q4,No,Shopify Store,UK,New Customer,25-34,Male,Organic Search,Desktop,Fashion & Apparel,70.32,1,70.32,20,14.06,56.26,1.83,8.38,66.47,Cash on Delivery,Click & Collect,2,3,Yes,Yes,Size Issue,Satisfied,40.9,3,No,No,No,No,0,0
ORD0005623,2022,7,Q3,No,Flipkart,Australia,New Customer,25-34,Female,Organic Search,Mobile,Electronics,1738.92,1,1738.92,0,0,1738.92,0,257.36,1996.28,Cash on Delivery,Free Shipping,6,4,No,No,None,Very Satisfied,13.7,4,Yes,No,Yes,Yes,0,0
ORD0005624,2022,1,Q1,Yes,Jumia,Saudi Arabia,New Customer,25-34,Female,Paid Ads,Desktop,Jewelry & Accessories,253.35,3,760.05,0,0,760.05,12.5,120.96,893.51,PayPal,Express,3,5,No,No,None,Satisfied,85.9,4,Yes,Yes,No,No,0,0
ORD0005625,2022,2,Q1,No,Amazon,USA,VIP Customer,25-34,Male,Organic Search,Mobile,Sports & Fitness,400,1,400,20,80,320,24.8,52.43,397.23,Cash on Delivery,Express,2,5,Yes,No,None,Satisfied,35,6,Yes,No,No,Yes,37,1665
ORD0005626,2022,8,Q3,No,Flipkart,India,VIP Customer,18-24,Prefer not to say,Social Media,Mobile,Sports & Fitness,400,1,400,0,0,400,24.33,31.18,455.51,Cash on Delivery,Express,2,5,No,No,None,Satisfied,5.2,4,Yes,Yes,No,Yes,48,1920
ORD0005627,2024,10,Q4,No,Jumia,India,Loyal Customer,55-64,Male,Social Media,Mobile,Fashion & Apparel,174.42,1,174.42,5,8.72,165.7,9.49,29.82,205.01,Bank Transfer,Express,3,3,No,Yes,Quality Issue,Very Satisfied,23.9,6,No,No,No,No,13,429
ORD0005628,2021,7,Q3,Yes,AliExpress,Germany,VIP Customer,25-34,Female,Influencer,Mobile,Mobile & Tablets,886.04,3,2658.12,20,531.62,2126.5,23.35,292.17,2442.02,Cash on Delivery,Express,2,3,No,No,None,Neutral,18,4,No,No,No,No,24,1104
ORD0005629,2023,9,Q3,Yes,WooCommerce,USA,Returning Customer,25-34,Male,Referral,Mobile,Electronics,1306.29,1,1306.29,0,0,1306.29,8.91,81.79,1396.99,PayPal,Standard,8,4,Yes,No,None,Satisfied,16.6,3,Yes,No,No,Yes,1,39
ORD0005630,2022,11,Q4,No,Shopify Store,India,New Customer,35-44,Male,Organic Search,Mobile,Health & Wellness,102.4,2,204.8,5,10.24,194.56,0,21.01,215.57,Bank Transfer,Free Shipping,6,4,No,No,None,Very Satisfied,27.2,3,No,Yes,No,Yes,0,0
ORD0005631,2024,8,Q3,No,Shopify Store,India,Returning Customer,25-34,Prefer not to say,Referral,Desktop,Fashion & Apparel,73.95,1,73.95,15,11.09,62.86,0,4.03,66.89,Debit Card,Free Shipping,6,4,No,No,None,Neutral,18.2,2,No,Yes,No,Yes,1,31
ORD0005632,2024,5,Q2,Yes,Noon,USA,Returning Customer,18-24,Female,Referral,Mobile,Electronics,775.49,1,775.49,30,232.65,542.84,8.32,83.19,634.35,Debit Card,Standard,7,1,Yes,No,None,Satisfied,46.2,5,Yes,Yes,Yes,No,4,96
ORD0005633,2024,7,Q3,Yes,Daraz,Pakistan,VIP Customer,18-24,Female,Influencer,Mobile,Electronics,469.99,2,939.98,30,281.99,657.99,0,50.32,708.31,Mobile Wallet,Free Shipping,6,4,No,No,None,Satisfied,27.8,5,Yes,No,No,No,37,1739
ORD0005634,2023,5,Q2,Yes,Amazon,Germany,Returning Customer,18-24,Female,Email Campaign,Desktop,Jewelry & Accessories,563.74,2,1127.48,5,56.37,1071.11,0,109.51,1180.62,Debit Card,Free Shipping,7,3,No,No,None,Satisfied,5.3,8,No,No,No,No,1,41
ORD0005635,2024,4,Q2,No,AliExpress,Egypt,Returning Customer,25-34,Male,Organic Search,Mobile,Toys & Games,144.11,1,144.11,25,36.03,108.08,4.33,19.19,131.6,Credit Card,Standard,5,4,Yes,No,None,Very Satisfied,5.5,9,No,No,No,No,3,57
ORD0005636,2024,2,Q1,Yes,Shopify Store,Pakistan,Returning Customer,18-24,Female,Social Media,Tablet,Food & Grocery,100,2,200,10,20,180,0,21.26,201.26,Credit Card,Free Shipping,4,3,No,No,None,Satisfied,36.8,4,No,No,No,No,3,96
ORD0005637,2022,12,Q4,No,Amazon,Bangladesh,Returning Customer,35-44,Female,Referral,Desktop,Mobile & Tablets,490.46,1,490.46,0,0,490.46,3.29,81.26,575.01,Credit Card,Standard,4,4,No,No,None,Dissatisfied,32.9,5,Yes,No,No,No,3,147
ORD0005638,2021,10,Q4,Yes,WooCommerce,USA,Loyal Customer,25-34,Female,Paid Ads,Mobile,Beauty & Personal Care,45.92,1,45.92,20,9.18,36.74,2.49,5.45,44.68,PayPal,Standard,9,4,Yes,No,None,Very Satisfied,16.5,4,Yes,No,Yes,Yes,14,378
ORD0005639,2024,1,Q1,No,eBay,Pakistan,VIP Customer,35-44,Male,Email Campaign,Mobile,Food & Grocery,53.96,1,53.96,25,13.49,40.47,0,6.11,46.58,Mobile Wallet,Free Shipping,4,4,Yes,No,None,Satisfied,13.7,3,No,No,Yes,No,47,2021
ORD0005640,2023,7,Q3,No,Amazon,Bangladesh,Loyal Customer,45-54,Female,App Notification,Mobile,Mobile & Tablets,537.99,1,537.99,0,0,537.99,6.03,42.87,586.89,Cash on Delivery,Standard,9,4,Yes,No,None,Satisfied,63.6,5,Yes,Yes,No,No,11,198
ORD0005641,2021,2,Q1,No,WooCommerce,Indonesia,Loyal Customer,18-24,Female,Referral,Desktop,Fashion & Apparel,300,1,300,5,15,285,0,22.4,307.4,PayPal,Free Shipping,6,5,No,No,None,Very Satisfied,40.4,6,No,No,Yes,No,8,320
ORD0005642,2023,2,Q1,No,Daraz,UAE,New Customer,35-44,Female,Paid Ads,Mobile,Beauty & Personal Care,118.06,3,354.18,15,53.13,301.05,0.6,27.98,329.63,Cash on Delivery,Click & Collect,2,5,No,No,None,Very Satisfied,74.3,5,No,Yes,No,Yes,0,0
ORD0005643,2023,9,Q3,No,Amazon,India,Returning Customer,35-44,Male,Social Media,Mobile,Electronics,883.13,4,3532.52,0,0,3532.52,2.56,415.36,3950.44,PayPal,Standard,7,5,No,No,None,Satisfied,30.4,3,No,No,Yes,No,2,54
ORD0005644,2021,7,Q3,Yes,WooCommerce,France,New Customer,25-34,Male,Social Media,Desktop,Books & Education,19.03,1,19.03,10,1.9,17.13,4.19,1.94,23.26,Debit Card,Standard,8,3,Yes,No,None,Neutral,10,7,No,No,No,No,0,0
ORD0005645,2021,8,Q3,No,Shopify Store,USA,New Customer,65+,Female,Organic Search,Mobile,Beauty & Personal Care,95.92,2,191.84,10,19.18,172.66,2.73,9.38,184.77,Cash on Delivery,Standard,7,4,Yes,No,None,Neutral,11,8,Yes,No,No,No,0,0
ORD0005646,2023,11,Q4,No,Shopify Store,Pakistan,Returning Customer,18-24,Male,Email Campaign,Mobile,Beauty & Personal Care,60.87,2,121.74,0,0,121.74,22.7,17.66,162.1,Bank Transfer,Same Day,1,5,No,No,None,Satisfied,13.6,8,Yes,No,Yes,No,3,99
ORD0005647,2024,7,Q3,No,Flipkart,Bangladesh,Returning Customer,45-54,Male,Organic Search,Smart TV App,Toys & Games,200,2,400,0,0,400,9.14,76.59,485.73,Buy Now Pay Later,Standard,5,4,Yes,No,None,Very Satisfied,39.4,4,Yes,No,No,No,2,86
ORD0005648,2021,2,Q1,No,Etsy,UK,Loyal Customer,18-24,Female,Paid Ads,Tablet,Sports & Fitness,391.29,1,391.29,15,58.69,332.6,0,60.08,392.68,Credit Card,Free Shipping,4,5,No,No,None,Very Satisfied,18.9,7,No,Yes,No,Yes,13,442
ORD0005649,2024,12,Q4,Yes,Flipkart,USA,Loyal Customer,55-64,Male,Social Media,Mobile,Automotive,485.94,1,485.94,20,97.19,388.75,39.21,61.3,489.26,Cash on Delivery,Same Day,1,4,No,No,None,Very Satisfied,27,14,No,No,Yes,No,9,432
